820784663;627814536;778927343;532790179;1595625625;1219665428;1615843679;2014724318;836390676;1870079977;232392996;558340448;328671729;1472842807;1005129101;529891495;1371444948;27753104;2069271844;304235011;1777566629;2088618462;604331137;1576171318;736785187;1936332978;929955783;1144040418;1736539705;1861452727;51691219;71096431;1174223233;1254033947;923896628;1046029292;1402226795;1254035235;1116883372;10098025;1203318087;966270618;1246596567;171976918;1634089165;2070010505;1459417857;1677594490;291602646;
333901599;1562677983;1593458035;1016870476;1309781748;765983503;277653500;693520295;1698743112;1238132386;1415872213;789445183;827906243;999878559;410512793;416359664;612390282;1614180797;1352286362;1824737109;334368778;1615566272;638227528;89805391;420477773;1625875781;1316875202;1218771682;845908595;1746109545;1233884451;1811251904;1795628774;1976831335;802915294;1093229298;1924504802;949539312;1968255743;1613126109;396802170;1848414036;1537344819;1030477194;875483495;371320316;1094955237;377283951;72467006;
1909031951;1559306738;1737113687;1350805071;1067162217;610372266;2041100816;653635607;1432730727;414137930;2114028130;972476732;968938877;384567258;1974833676;1212180994;256065708;2050114507;1674795461;1500703310;1679816185;318038146;1322093031;424800638;2026954966;991427167;1423156948;758291770;989953160;223059143;1571580911;744109228;431770539;1760685924;59300045;1048509196;1462554616;759601372;1792408609;2055502473;910184205;981248180;973845737;1161724164;762129463;1403223586;2124490104;566527063;138722995;
1827166498;2029311784;95887067;2052209796;2088613006;400401251;1482696900;632340466;1848147086;500533136;218226066;498672657;934075720;1511073118;1883045345;952114850;1325463777;2047077875;1335741367;1317777583;1748610166;716931591;1448972325;1172504674;2066332612;1980935756;379033891;1814638897;1557298678;1815085008;907742251;1698602873;473204915;147596730;1512235268;1453384346;513403400;1413696576;914849475;1146777352;120188165;447510216;328450443;222052773;2026912454;1984467015;1815797888;347527341;1524562874;
183331699;630246539;104487142;1228994758;845252230;650365707;501837501;1156348747;952745938;781326411;1366004014;525518801;560283719;666929094;1003501434;542122269;1545360577;1930421396;241490802;684354623;914350330;2133165904;1272456028;442256452;1567005481;1461586615;828262542;1618994584;1989155514;553296951;2087341367;1297926298;687166743;746382036;447108733;608800051;1465232357;1931868871;1454365464;1182986917;1015976438;802878389;778907140;573519000;1026721774;211422507;1146029965;1338950633;1753544655;
1338896630;411270328;411333599;994789763;1517500214;1276711132;200689645;1459036862;1653134711;2049528761;1956707790;1590439910;76184992;1565941612;664389425;1805387090;751819273;315755288;107702208;999884625;1932975193;1863249331;502585675;1589422865;1079517657;1670110835;1502812720;221261780;1620528880;1178419570;490298486;1245749158;516035566;359010665;760317755;1143496946;989751592;699570859;202743284;2074701398;555620542;815003381;442206153;2006851390;169244815;906457048;870557109;1577030408;1836159121;
200543275;1002608022;1662932153;1778404501;929155625;1205124575;750644919;1677887324;604978006;635520666;1917010573;2110317029;813260221;329478444;2087439620;66872745;2135104201;251870189;1709281018;858425556;623884331;1536559790;1517706152;1761759247;739115032;987492752;16069560;1978088598;205637527;99550487;896055103;147066212;1172485452;1333698873;1451667619;1293415360;1557481375;1885664950;776409085;2088513760;562319082;1918836773;553260292;889528344;239270543;2100214875;218409291;34798421;2058714454;
525618238;733767642;2002901597;1980104391;979552464;1220628338;477592055;668999089;388457346;1648744399;1973201729;1196687170;791189445;492184736;709882025;822883228;1532489669;638457514;1417021441;571107345;1375375768;282618965;741439165;1330281917;2109042782;706450322;1724917098;470095198;2049578684;1767307514;1597925906;749654206;2024909490;678510937;1195542367;752194495;1929487936;577048919;728790746;242225374;2147214625;800215028;2068042102;1343705549;932312238;1421243933;965240960;1587201097;1655711000;
1826045829;1004670261;2033255884;1420204005;687396043;1970811668;1406248655;1958142213;234108854;568472504;802121070;1736647576;2071506708;463139832;1732640742;2084894963;1655301162;240962030;2140132610;1141032743;1134490487;131844191;1630867085;1248181956;574280492;1921373921;293992176;1271911545;157552488;1953545041;1988853389;688510184;1403767285;144240229;2024349466;1133063900;2048711073;1231894683;1562160811;1719481612;2090942240;1200712458;1702145466;540358544;1725905004;1849971438;814066022;193559833;2001019470;
986255226;2036712553;577535941;1300576576;1732715246;1897174238;834631288;1166539430;1927387113;867964537;281109474;1587417572;1878864220;927297857;486475096;1134860295;1547939999;642452838;1519739182;209836179;1523381997;1795227270;106550773;580754501;674637802;687157552;1516737450;498252970;20756281;449182047;1718189944;1828133786;933468532;1648069411;848141731;725750339;1178246581;647177664;2018872994;1828114481;1415532048;1360624316;1608610978;638861043;1750016452;973593403;167408842;1919532049;729977261;
